updatePoseKernel	1	38038.522712	38038.522717
trackAndreduceKernel	76800	38038.522718	38038.650744
updatePoseKernel	1	38038.650749	38038.650754
trackAndreduceKernel	76800	38038.650755	38038.778770
updatePoseKernel	1	38038.778775	38038.778780
integrateKernel	65536	38038.778782	38038.936780
raycastKernel	76800	38038.936785	38038.946546
mm2metersKernel	76800	38038.990416	38038.990531
bilateralFilterKernel	76800	38038.990534	38038.991482
trackAndreduceKernel	4800	38039.032726	38039.041587
updatePoseKernel	1	38039.041592	38039.041598
trackAndreduceKernel	4800	38039.041600	38039.050440
updatePoseKernel	1	38039.050443	38039.050447
trackAndreduceKernel	4800	38039.050448	38039.059195
updatePoseKernel	1	38039.059197	38039.059201
trackAndreduceKernel	4800	38039.059202	38039.068008
updatePoseKernel	1	38039.068011	38039.068015
trackAndreduceKernel	19200	38039.068017	38039.075254
updatePoseKernel	1	38039.075259	38039.075264
trackAndreduceKernel	19200	38039.075265	38039.082422
updatePoseKernel	1	38039.082425	38039.082430
trackAndreduceKernel	19200	38039.082431	38039.089640
updatePoseKernel	1	38039.089645	38039.089650
trackAndreduceKernel	19200	38039.089651	38039.096893
updatePoseKernel	1	38039.096895	38039.096900
trackAndreduceKernel	19200	38039.096901	38039.104147
updatePoseKernel	1	38039.104152	38039.104156
trackAndreduceKernel	76800	38039.104158	38039.227733
updatePoseKernel	1	38039.227737	38039.227742
trackAndreduceKernel	76800	38039.227743	38039.351327
updatePoseKernel	1	38039.351332	38039.351337
trackAndreduceKernel	76800	38039.351338	38039.482504
updatePoseKernel	1	38039.482509	38039.482514
trackAndreduceKernel	76800	38039.482515	38039.606052
updatePoseKernel	1	38039.606056	38039.606060
trackAndreduceKernel	76800	38039.606061	38039.729736
updatePoseKernel	1	38039.729740	38039.729745
trackAndreduceKernel	76800	38039.729746	38039.858620
updatePoseKernel	1	38039.858624	38039.858629
trackAndreduceKernel	76800	38039.858630	38039.990647
updatePoseKernel	1	38039.990652	38039.990656
trackAndreduceKernel	76800	38039.990657	38040.122587
updatePoseKernel	1	38040.122591	38040.122596
trackAndreduceKernel	76800	38040.122597	38040.254559
updatePoseKernel	1	38040.254564	38040.254569
trackAndreduceKernel	76800	38040.254570	38040.378226
updatePoseKernel	1	38040.378230	38040.378235
integrateKernel	65536	38040.378237	38040.536596
raycastKernel	76800	38040.536604	38040.546691
mm2metersKernel	76800	38040.590585	38040.590697
bilateralFilterKernel	76800	38040.590700	38040.591647
trackAndreduceKernel	4800	38040.633034	38040.642212
updatePoseKernel	1	38040.642231	38040.642256
trackAndreduceKernel	4800	38040.642260	38040.651010
updatePoseKernel	1	38040.651067	38040.651086
trackAndreduceKernel	4800	38040.651091	38040.659859
updatePoseKernel	1	38040.659868	38040.659885
trackAndreduceKernel	4800	38040.659888	38040.668804
updatePoseKernel	1	38040.668812	38040.668824
trackAndreduceKernel	19200	38040.668828	38040.675987
updatePoseKernel	1	38040.675992	38040.676003
trackAndreduceKernel	19200	38040.676005	38040.683032
updatePoseKernel	1	38040.683037	38040.683045
trackAndreduceKernel	19200	38040.683047	38040.690074
updatePoseKernel	1	38040.690078	38040.690085
trackAndreduceKernel	19200	38040.690086	38040.697271
updatePoseKernel	1	38040.697277	38040.697282
trackAndreduceKernel	76800	38040.697284	38040.820289
updatePoseKernel	1	38040.820293	38040.820298
trackAndreduceKernel	76800	38040.820299	38040.950809
updatePoseKernel	1	38040.950817	38040.950821
trackAndreduceKernel	76800	38040.950822	38041.087118
updatePoseKernel	1	38041.087122	38041.087127
trackAndreduceKernel	76800	38041.087128	38041.210932
updatePoseKernel	1	38041.210935	38041.210939
trackAndreduceKernel	76800	38041.210940	38041.334852
updatePoseKernel	1	38041.334856	38041.334860
trackAndreduceKernel	76800	38041.334861	38041.458675
updatePoseKernel	1	38041.458678	38041.458683
trackAndreduceKernel	76800	38041.458683	38041.582596
updatePoseKernel	1	38041.582599	38041.582603
trackAndreduceKernel	76800	38041.582604	38041.706356
updatePoseKernel	1	38041.706360	38041.706364
trackAndreduceKernel	76800	38041.706365	38041.830272
updatePoseKernel	1	38041.830275	38041.830279
trackAndreduceKernel	76800	38041.830280	38041.954061
updatePoseKernel	1	38041.954064	38041.954068
integrateKernel	65536	38041.954071	38042.112051
raycastKernel	76800	38042.112056	38042.121768
mm2metersKernel	76800	38042.157308	38042.157435
bilateralFilterKernel	76800	38042.157437	38042.158263
trackAndreduceKernel	4800	38042.199421	38042.212320
updatePoseKernel	1	38042.212333	38042.212352
trackAndreduceKernel	4800	38042.212355	38042.221128
updatePoseKernel	1	38042.221132	38042.221143
trackAndreduceKernel	4800	38042.221145	38042.229743
updatePoseKernel	1	38042.229748	38042.229754
trackAndreduceKernel	4800	38042.229755	38042.238343
updatePoseKernel	1	38042.238345	38042.238349
trackAndreduceKernel	19200	38042.238351	38042.245309
updatePoseKernel	1	38042.245311	38042.245315
trackAndreduceKernel	19200	38042.245317	38042.252242
updatePoseKernel	1	38042.252244	38042.252246
trackAndreduceKernel	19200	38042.252247	38042.259263
updatePoseKernel	1	38042.259267	38042.259272
trackAndreduceKernel	19200	38042.259273	38042.266423
updatePoseKernel	1	38042.266425	38042.266430
trackAndreduceKernel	76800	38042.266431	38042.388362
updatePoseKernel	1	38042.388365	38042.388370
trackAndreduceKernel	76800	38042.388371	38042.518733
updatePoseKernel	1	38042.518736	38042.518741
trackAndreduceKernel	76800	38042.518741	38042.646854
updatePoseKernel	1	38042.646858	38042.646862
trackAndreduceKernel	76800	38042.646863	38042.778821
updatePoseKernel	1	38042.778824	38042.778829
integrateKernel	65536	38042.778831	38042.936481
raycastKernel	76800	38042.936489	38042.946502
mm2metersKernel	76800	38042.990494	38042.990595
bilateralFilterKernel	76800	38042.990598	38042.991499
trackAndreduceKernel	4800	38043.031909	38043.044257
updatePoseKernel	1	38043.044261	38043.044266
trackAndreduceKernel	4800	38043.044267	38043.052953
updatePoseKernel	1	38043.052955	38043.052960
trackAndreduceKernel	4800	38043.052961	38043.061661
updatePoseKernel	1	38043.061663	38043.061666
trackAndreduceKernel	4800	38043.061667	38043.070328
updatePoseKernel	1	38043.070331	38043.070334
trackAndreduceKernel	19200	38043.070335	38043.077709
updatePoseKernel	1	38043.077711	38043.077714
trackAndreduceKernel	19200	38043.077715	38043.084860
updatePoseKernel	1	38043.084862	38043.084866
trackAndreduceKernel	19200	38043.084866	38043.091970
updatePoseKernel	1	38043.091971	38043.091974
trackAndreduceKernel	76800	38043.091976	38043.214338
updatePoseKernel	1	38043.214342	38043.214347
trackAndreduceKernel	76800	38043.214347	38043.342742
updatePoseKernel	1	38043.342745	38043.342750
trackAndreduceKernel	76800	38043.342750	38043.474744
updatePoseKernel	1	38043.474765	38043.474770
trackAndreduceKernel	76800	38043.474771	38043.606728
updatePoseKernel	1	38043.606731	38043.606736
integrateKernel	65536	38043.606738	38043.764849
raycastKernel	76800	38043.764856	38043.776584
mm2metersKernel	76800	38043.819995	38043.820104
bilateralFilterKernel	76800	38043.820107	38043.821037
trackAndreduceKernel	4800	38043.862300	38043.876342
updatePoseKernel	1	38043.876346	38043.876352
trackAndreduceKernel	4800	38043.876353	38043.885073
updatePoseKernel	1	38043.885076	38043.885080
trackAndreduceKernel	4800	38043.885081	38043.893765
updatePoseKernel	1	38043.893767	38043.893770
trackAndreduceKernel	4800	38043.893771	38043.902489
updatePoseKernel	1	38043.902491	38043.902495
trackAndreduceKernel	19200	38043.902496	38043.909697
updatePoseKernel	1	38043.909701	38043.909705
trackAndreduceKernel	19200	38043.909706	38043.917014
updatePoseKernel	1	38043.917017	38043.917022
trackAndreduceKernel	19200	38043.917023	38043.924280
updatePoseKernel	1	38043.924282	38043.924286
trackAndreduceKernel	76800	38043.924288	38044.047079
updatePoseKernel	1	38044.047082	38044.047087
trackAndreduceKernel	76800	38044.047088	38044.174695
updatePoseKernel	1	38044.174698	38044.174703
trackAndreduceKernel	76800	38044.174704	38044.302798
updatePoseKernel	1	38044.302801	38044.302806
trackAndreduceKernel	76800	38044.302807	38044.434651
updatePoseKernel	1	38044.434655	38044.434659
trackAndreduceKernel	76800	38044.434660	38044.566692
updatePoseKernel	1	38044.566695	38044.566700
trackAndreduceKernel	76800	38044.566700	38044.698787
updatePoseKernel	1	38044.698790	38044.698794
trackAndreduceKernel	76800	38044.698795	38044.830794
updatePoseKernel	1	38044.830797	38044.830802
trackAndreduceKernel	76800	38044.830802	38044.962782
updatePoseKernel	1	38044.962785	38044.962790
trackAndreduceKernel	76800	38044.962791	38045.094757
updatePoseKernel	1	38045.094763	38045.094768
trackAndreduceKernel	76800	38045.094769	38045.231084
updatePoseKernel	1	38045.231092	38045.231097
integrateKernel	65536	38045.231099	38045.389303
raycastKernel	76800	38045.389312	38045.400260
mm2metersKernel	76800	38045.444066	38045.444170
bilateralFilterKernel	76800	38045.444173	38045.445121
trackAndreduceKernel	4800	38045.485219	38045.493965
updatePoseKernel	1	38045.493970	38045.493976
trackAndreduceKernel	4800	38045.493976	38045.502627
updatePoseKernel	1	38045.502629	38045.502633
trackAndreduceKernel	4800	38045.502634	38045.511476
updatePoseKernel	1	38045.511481	38045.511486
trackAndreduceKernel	4800	38045.511487	38045.520264
updatePoseKernel	1	38045.520270	38045.520277
trackAndreduceKernel	19200	38045.520278	38045.527477
updatePoseKernel	1	38045.527482	38045.527488
trackAndreduceKernel	19200	38045.527489	38045.534680
updatePoseKernel	1	38045.534683	38045.534689
trackAndreduceKernel	19200	38045.534690	38045.542009
updatePoseKernel	1	38045.542012	38045.542017
trackAndreduceKernel	76800	38045.542019	38045.664856
updatePoseKernel	1	38045.664859	38045.664864
trackAndreduceKernel	76800	38045.664865	38045.794599
updatePoseKernel	1	38045.794603	38045.794608
trackAndreduceKernel	76800	38045.794609	38045.918217
updatePoseKernel	1	38045.918221	38045.918226
trackAndreduceKernel	76800	38045.918226	38046.041894
updatePoseKernel	1	38046.041898	38046.041903
integrateKernel	65536	38046.041905	38046.199906
raycastKernel	76800	38046.199914	38046.211107
mm2metersKernel	76800	38046.254669	38046.254775
bilateralFilterKernel	76800	38046.254778	38046.255707
